reviewId,content,score,raw_content,cleaned_content,is_empty,is_very_short,is_duplicate_content,valid_score,processing_status
56a6cc75-5646-4d18-aff1-a8f4f77b3d30,this is amazing,5,this is amazing,this is amazing,False,False,False,True,accepted
4ac92861-f05f-4476-8ef5-117dfe5edd4d,ভালো,5,ভালো,ভালো,False,False,True,True,accepted
2aa97411-6ca5-4b9e-8cd2-8ba270159698,Good,5,Good,Good,False,False,True,True,accepted
a5145e24-e40e-49e1-b31c-b4c407985097,good,5,good,good,False,False,True,True,accepted
79c99c39-2042-419e-83ea-3071f5cff048,Santosg,5,Santosg,Santosg,False,False,False,True,accepted
96be2c8a-77f9-4329-8d2d-dc251289436e,great tool for communication!,5,great tool for communication!,great tool for communication!,False,False,False,True,accepted
2f89803b-1ac4-421d-b295-77b1eed2fa29,nice,4,nice,nice,False,False,True,True,accepted
d20c93d0-fc01-4914-9c8d-5e8ae7956535,WhatsApp error. That verification code is sent by WhatsApp. Which country do you live in? That person has your mobile phone number and WhatsApp verification code. He gets all your personal information. I give WhatsApp a zero rating.,1,WhatsApp error. That verification code is sent by WhatsApp. Which country do you live in? That person has your mobile phone number and WhatsApp verification code. He gets all your personal information. I give WhatsApp a zero rating.,WhatsApp error. That verification code is sent by WhatsApp. Which country do you live in? That person has your mobile phone number and WhatsApp verification code. He gets all your personal information. I give WhatsApp a zero rating.,False,False,False,True,accepted
7b7d89fa-3b68-41f2-aaef-aef4fb80f99f,Update please,5,Update please,Update please,False,False,False,True,accepted
8b7c6c06-bf58-4af7-a50e-3082df3a6c77,I really appreciate you WhatsApp messenger for my business partner from the first time and I didn't know that this how it's done but now I just discovered it right now and but now I'm very happy about WhatsApp messenger thanks Alot,5,I really appreciate you WhatsApp messenger for my business partner from the first time and I didn't know that this how it's done but now I just discovered it right now and but now I'm very happy about WhatsApp messenger thanks Alot,I really appreciate you WhatsApp messenger for my business partner from the first time and I didn't know that this how it's done but now I just discovered it right now and but now I'm very happy about WhatsApp messenger thanks Alot,False,False,False,True,accepted
6a5d2877-c3fd-44e7-93a6-f6ef84b08a5b,bhi u for,5,bhi u for,bhi u for,False,False,False,True,accepted
157d0558-6fc7-43f0-8b95-cd734a92caf8,WhatsApp update is very poor edit option gone off ...lots of options gone off....the new edition is very very poor ..and irritating 😕 I'm not happy with it 😤🤯,1,WhatsApp update is very poor edit option gone off ...lots of options gone off....the new edition is very very poor ..and irritating 😕 I'm not happy with it 😤🤯,WhatsApp update is very poor edit option gone off ...lots of options gone off...the new edition is very very poor ..and irritating 😕 I'm not happy with it 😤🤯,False,False,False,True,accepted
956a2095-37b8-48d6-ac9c-8163621362b1,the app is very very poor it is a shame ooh meta,1,the app is very very poor it is a shame ooh meta,the app is very very poor it is a shame ooh meta,False,False,False,True,accepted
e4d59c17-5a1c-471b-9180-ea299a70ab5a,totally anging this app,1,totally anging this app,totally anging this app,False,False,False,True,accepted
3ff36324-ef49-438f-b7a6-1b640170676e,that is very nice app,5,that is very nice app,that is very nice app,False,False,False,True,accepted
623868fb-fdd1-4a14-9a96-610838517d44,I search sweet women girl for all life love marriage from big busned famkly,5,I search sweet women girl for all life love marriage from big busned famkly,I search sweet women girl for all life love marriage from big busned famkly,False,False,False,True,accepted
6c2069b8-3897-40a5-a146-de6cd7b0b43c,good,5,good,good,False,False,True,True,accepted
556e84c6-9afd-4d4b-b223-f902faaf9bad,WhatsApp,5,WhatsApp,WhatsApp,False,False,True,True,accepted
6749c36d-8552-43d2-a02f-2e372e71b12f,👍👍👍👍👍👌👌👌👌,5,👍👍👍👍👍👌👌👌👌,👍👍👌👌,False,False,False,True,accepted
7292fc85-7762-4b4b-ae5c-ad6a79556a23,WhatsApp is good app,5,WhatsApp is good app,WhatsApp is good app,False,False,False,True,accepted
bcea6839-c7e5-4a1c-ab5e-37d4b8481e7f,This account can no longer use WhatsApp. This account cannot use WhatsApp. This account cannot use WhatsApp. This account can't use WhatsApp. Account review this is my banned number,3,This account can no longer use WhatsApp. This account cannot use WhatsApp. This account cannot use WhatsApp. This account can't use WhatsApp. Account review this is my banned number,This account can no longer use WhatsApp. This account cannot use WhatsApp. This account cannot use WhatsApp. This account can't use WhatsApp. Account review this is my banned number,False,False,False,True,accepted
7f37aac3-7698-4c8f-b5c6-8c99a83e9962,Simple and easily to create a good vibe while using it. Voice and video call really good when using it. Group chat are best to communicate while we're not around.,5,Simple and easily to create a good vibe while using it. Voice and video call really good when using it. Group chat are best to communicate while we're not around.,Simple and easily to create a good vibe while using it. Voice and video call really good when using it. Group chat are best to communicate while we're not around.,False,False,False,True,accepted
8d7b3b47-f57b-4bfa-971c-cbcbd06efeea,good,5,good,good,False,False,True,True,accepted
3e6033d3-484c-4c22-a4c5-222a37445e64,Amazing!,5,Amazing!,Amazing!,False,False,False,True,accepted
45423d40-100b-4485-89f8-e56fe756975d,Nice,5,Nice,Nice,False,False,True,True,accepted
51c342ab-2b8a-4a7a-a017-e6f4b3887609,know,5,know,know,False,False,False,True,accepted
0132ad9e-a825-4d49-b4d4-5d0ccffc0659,flcsle kdro coeblr k,1,flcsle kdro coeblr k,flcsle kdro coeblr k,False,False,False,True,accepted
cfadc421-f11b-47fb-9a32-d8e1d46b5974,Faavab,3,Faavab,Faavab,False,False,False,True,accepted
d0d40d1e-9de9-4e7c-94c7-0dd2cca3fd80,Waao,5,Waao,Waao,False,False,False,True,accepted
a84f43f4-cefd-422e-81b6-139f8821a6a0,good,5,good,good,False,False,True,True,accepted
c8ba20a0-df8b-47f1-b32e-f52269fc60e0,supar,5,supar,supar,False,False,True,True,accepted
bcdd13b9-3fdc-4d41-ae55-f509d1725fa0,jai shree ram,5,jai shree ram,jai shree ram,False,False,False,True,accepted
66a8e033-624e-4b33-b412-2cb0f5ba719a,I this this app eco-friendly cause can make many friend,5,I this this app eco-friendly cause can make many friend,I this this app eco-friendly cause can make many friend,False,False,False,True,accepted
f11f6af0-8b4d-4f2c-8e74-9b5872e78bd4,It's very easy and simple,3,It's very easy and simple,It's very easy and simple,False,False,False,True,accepted
9cb98be7-20fb-4b38-ab47-dbfc9ee6e296,good service system,4,good service system,good service system,False,False,True,True,accepted
52056c6c-7337-432d-b013-a0164d459171,op chatting,5,op chatting,op chatting,False,False,False,True,accepted
fdf2ac45-6eea-43fd-9c62-1ed8f1223a16,very good except you disappointed me one day,5,very good except you disappointed me one day,very good except you disappointed me one day,False,False,False,True,accepted
79962802-703e-4e73-b22e-7f2d58640b88,"So cool and fast in messaging, video call, voice call and voice note. I love it 💞",5,"So cool and fast in messaging, video call, voice call and voice note. I love it 💞","So cool and fast in messaging, video call, voice call and voice note. I love it 💞",False,False,False,True,accepted
5bec3ffa-3d77-4f65-af6d-c0e5b56463df,nice,1,nice,nice,False,False,True,True,accepted
2cbaacb7-672f-4790-8095-38e6bf611fb2,help me,5,help me,help me,False,False,False,True,accepted
315ab028-fd49-46d1-9fa0-b9a22d9d05e3,neeraj Kumar,3,neeraj Kumar,neeraj Kumar,False,False,False,True,accepted
19a27c1f-ef62-4c8d-baa4-9179d4161034,I am an actor man of all whatsapp I am most experienced in the Pakistani whatsapp,5,I am an actor man of all whatsapp I am most experienced in the Pakistani whatsapp,I am an actor man of all whatsapp I am most experienced in the Pakistani whatsapp,False,False,False,True,accepted
a659e5c2-0b36-4706-801e-ebe87079b18d,very useful,5,very useful,very useful,False,False,True,True,accepted
aae7a48c-f872-4e14-85c7-62c55960545e,Good,5,Good,Good,False,False,True,True,accepted
01e002ef-7dfe-4d15-84ff-b45178ce8435,Very bast,5,Very bast,Very bast,False,False,False,True,accepted
175be36c-4f23-4316-888d-210efa10ff0a,very good,5,very good,very good,False,False,True,True,accepted
ea451757-9e47-4e82-a1ed-1c79266f6f87,this app is insane,4,this app is insane,this app is insane,False,False,False,True,accepted
bb0d8c56-987c-4726-bf85-2b07c2411c5b,rajnikumari,5,rajnikumari,rajnikumari,False,False,False,True,accepted
08fbd98b-5628-4ff5-ae30-8784dd562081,Chido,5,Chido,Chido,False,False,False,True,accepted
842bcdd2-bc79-4ee4-b4f0-6f6e3deb5c2e,i think whatsapp is the best communication in the world bc it can give u meta ai to ask questions and its doesn't have access to your camera,5,i think whatsapp is the best communication in the world bc it can give u meta ai to ask questions and its doesn't have access to your camera,i think whatsapp is the best communication in the world bc it can give u meta ai to ask questions and its doesn't have access to your camera,False,False,False,True,accepted
80790a96-24c7-4c3c-b41e-587545ed8b45,Good,5,Good,Good,False,False,True,True,accepted
ed84e555-81cb-410b-a139-cf558babfe2a,"while replying to a photo with a voice message, it does not send the audio.",1,"while replying to a photo with a voice message, it does not send the audio.","while replying to a photo with a voice message, it does not send the audio.",False,False,False,True,accepted
51bf9eb0-a77e-499d-9db1-959a2a91330b,Whatsapp is good to me thanks 👍😊,3,Whatsapp is good to me thanks 👍😊,Whatsapp is good to me thanks 👍😊,False,False,False,True,accepted
e627ef65-ae15-42d2-95a1-331dbfd51c76,What has my phone done befor you are not allowing me to use the whatsapp app,1,What has my phone done befor you are not allowing me to use the whatsapp app,What has my phone done befor you are not allowing me to use the whatsapp app,False,False,False,True,accepted
e3962c14-85a2-48b7-9afe-cad5c8f0e6b2,TVK ram sir good AB bgghbvccbvbvcfun,5,TVK ram sir good AB bgghbvccbvbvcfun,TVK ram sir good AB bgghbvccbvbvcfun,False,False,False,True,accepted
09874613-cc62-426b-a97a-922b2ce5d58f,Nice,5,Nice,Nice,False,False,True,True,accepted
cf15ab60-50af-40be-905b-a47f763c072b,good,5,good,good,False,False,True,True,accepted
ea315a26-04bb-495d-9022-7347ae88774d,nice,2,nice,nice,False,False,True,True,accepted
75bcf4b9-456f-4136-a70f-439bceb47f90,good,5,good,good,False,False,True,True,accepted
accf6503-e011-4f43-88c7-702e6e649ace,after update my all chats history and contact information vanished...,1,after update my all chats history and contact information vanished...,after update my all chats history and contact information vanished...,False,False,False,True,accepted
56659617-8d47-4a55-bb98-308fd4b9001d,it doing very well 🔥,5,it doing very well 🔥,it doing very well 🔥,False,False,False,True,accepted
27e7e420-d369-4016-9230-0cbad47c31d8,"Hello, I follow all the rules in WhatsApp team, this mobile number is mine, please solve this problem",1,"Hello, I follow all the rules in WhatsApp team, this mobile number is mine, please solve this problem","Hello, I follow all the rules in WhatsApp team, this mobile number is mine, please solve this problem",False,False,False,True,accepted
50460716-ca45-4d62-826f-9dbfc9b07c06,"shap sticker not working (arrow, square, circle) not working.",1,"shap sticker not working (arrow, square, circle) not working.","shap sticker not working (arrow, square, circle) not working.",False,False,False,True,accepted
d9fe97f0-6d20-4d7b-b124-eeec3eaf033d,Nice,5,Nice,Nice,False,False,True,True,accepted
ee3b0537-a0b7-43d0-ac81-928112920930,good,5,good,good,False,False,True,True,accepted
93da39fe-8127-4426-8bd3-a34ff125a2df,super,5,super,super,False,False,True,True,accepted
6829b07a-10de-45a6-84c2-d62d9865775b,plz ofan my business account,5,plz ofan my business account,plz ofan my business account,False,False,False,True,accepted
d0871023-888f-4efb-8f2e-9b17a196fd19,avrege,4,avrege,avrege,False,False,False,True,accepted
58d4a047-e472-48b3-8aad-6cc8c93ae868,cool❤❤❤❤,5,cool❤❤❤❤,cool❤❤,False,False,False,True,accepted
1c92d86c-9bd6-46b1-a742-6baede35f014,good apps that can use everyday👍🏻,5,good apps that can use everyday👍🏻,good apps that can use everyday👍🏻,False,False,False,True,accepted
e8e83077-c910-42d7-a9ae-380c00e8417b,doesn't let me use video call anymore 😔,3,doesn't let me use video call anymore 😔,doesn't let me use video call anymore 😔,False,False,False,True,accepted
5929fc7a-4baa-4f5d-a618-069aa4e4d4f4,My experience is the best with WhatsApp it's very easy to use and this is the fastest message delivery app,5,My experience is the best with WhatsApp it's very easy to use and this is the fastest message delivery app,My experience is the best with WhatsApp it's very easy to use and this is the fastest message delivery app,False,False,False,True,accepted
7ad32a65-d335-4e60-bf0d-69cd5848f7bd,good,5,good,good,False,False,True,True,accepted
688860bd-ddd1-42b1-b93b-832dbf93fb94,good,5,good,good,False,False,True,True,accepted
e274aab0-42d0-452e-8c8d-c9df96f653cc,good 👍,5,good 👍,good 👍,False,False,True,True,accepted
57ddf0d5-0818-4773-b675-de50a3b04773,Good,5,Good,Good,False,False,True,True,accepted
5212ca67-ec77-438c-8c16-1b0f90fd6b83,"it's good to send messages and vids,and you can almost send ANYTHING",5,"it's good to send messages and vids,and you can almost send ANYTHING","it's good to send messages and vids,and you can almost send ANYTHING",False,False,False,True,accepted
057bcd1a-8701-4c42-b3b9-8c976409526f,most reliable app n easy to use..,5,most reliable app n easy to use..,most reliable app n easy to use..,False,False,False,True,accepted
ec683866-7b7b-47f9-b325-7f21d778e6bb,good,5,good,good,False,False,True,True,accepted
065ebda3-8da2-4fe8-a726-567159887733,It helps a lot for me as I'm a person far from my family. This apps is the bridge for me to communicate with my family.,5,It helps a lot for me as I'm a person far from my family. This apps is the bridge for me to communicate with my family.,It helps a lot for me as I'm a person far from my family. This apps is the bridge for me to communicate with my family.,False,False,False,True,accepted
338ce7ea-80a9-472b-b14e-5b591fe78465,best app,5,best app,best app,False,False,True,True,accepted
78afea83-cc04-447e-a998-a72a1cd2b82d,tge best app for communication 💚💚💚,5,tge best app for communication 💚💚💚,tge best app for communication 💚💚💚,False,False,False,True,accepted
bd9b38a2-be58-47c2-823d-b31f68162d1c,well came back to my WhatsApp,5,well came back to my WhatsApp,well came back to my WhatsApp,False,False,False,True,accepted
6ae56717-0197-44ca-a932-648d6ac4ed3f,"wa nya enak untuk berkirim pesan, menelepon, dan video call an",5,"wa nya enak untuk berkirim pesan, menelepon, dan video call an","wa nya enak untuk berkirim pesan, menelepon, dan video call an",False,False,False,True,accepted
1f3e4782-853b-4c88-b275-c452c3214f89,good,3,good,good,False,False,True,True,accepted
a7e80a74-3c37-42da-8cb5-ac7af55e1cc4,nice,5,nice,nice,False,False,True,True,accepted
9633e349-6a3a-45ac-bac7-18d73af66172,fine,5,fine,fine,False,False,True,True,accepted
d904cb62-d531-4f32-84e8-7d27f0a80ac5,this app is amazing and I love it,5,this app is amazing and I love it,this app is amazing and I love it,False,False,False,True,accepted
4d8ac6a4-1695-4e9e-abb2-450402796b4a,very good,5,very good,very good,False,False,True,True,accepted
5295a023-4917-40c7-8277-d373f646408d,Whatsapp,5,Whatsapp,Whatsapp,False,False,False,True,accepted
